scaf0054177.1,Bradi2g25640.1|PACid:21808022,45.671641791
scaf0403767.2,Bradi1g51300.1|PACid:21820715,13.5802469136
scaf0015642.1,Bradi1g04300.1|PACid:21819406,25.2964426877
scaf0051320.1,Bradi3g49330.1|PACid:21830612,6.75675675676
scaf0051320.2,Bradi3g49350.1|PACid:21830519,17.5438596491
scaf7363347.1,Bradi5g09120.1|PACid:21825489,64.5098039216
scaf0062475.2,Bradi3g53960.1|PACid:21828198,14.7189349112
scaf0062475.1,Bradi1g02510.1|PACid:21823750,8.87465690759
scaf0208945.1,Bradi1g47427.1|PACid:21818777,8.63157894737
scaf0226620.1,Bradi2g43390.1|PACid:21804911,20.1426024955
scaf0299169.1,Bradi5g02770.1|PACid:21825668,9.29824561404
scaf0142846.1,Bradi1g19290.1|PACid:21817699,45.4172366621
scaf0259028.1,Bradi4g07210.1|PACid:21810617,34.4139650873
scaf0007669.1,Bradi4g30420.1|PACid:21810621,26.9922879177
scaf0310240.1,Bradi5g11130.1|PACid:21826323,31.8681318681
scaf0391669.1,Bradi2g51090.1|PACid:21806245,40.7894736842
scaf0003123.1,Bradi2g12020.1|PACid:21808378,58.7155963303
scaf0063329.1,Bradi1g11817.3|PACid:21814903,46.7762326169
scaf0063329.2,Bradi2g09820.2|PACid:21807195,27.139874739
scaf0117508.1,Bradi3g39860.1|PACid:21829123,51.25
scaf0003062.1,Bradi1g02517.1|PACid:21821236,30.2658486708
scaf0189602.1,Bradi2g61150.1|PACid:21805917,36.3636363636
scaf0055079.1,Bradi5g03850.1|PACid:21825482,4.8
scaf0055079.2,Bradi4g35840.1|PACid:21811285,39.1891891892
scaf0165575.1,Bradi2g61360.1|PACid:21804152,8.30670926518
scaf0181778.1,Bradi1g33360.1|PACid:21819254,61.5145228216
scaf0004763.1,Bradi3g07457.1|PACid:21827723,52.7777777778
scaf0266182.2,Bradi1g01130.1|PACid:21815352,38.2636655949
scaf0266182.1,Bradi1g58400.1|PACid:21817755,48.4513274336
scaf0114453.1,Bradi4g11910.1|PACid:21812860,58.6861313869
scaf0154118.1,Bradi5g20580.1|PACid:21824396,32.4099722992
scaf0289362.1,Bradi3g43180.1|PACid:21827057,4.31818181818
scaf0170517.1,Bradi4g40070.1|PACid:21813170,19.4392523364
scaf0110936.1,Bradi1g28637.1|PACid:21817388,27.4944567627
scaf0136223.1,Bradi3g19047.1|PACid:21833355,20.6481481481
scaf0193214.1,Bradi1g65590.1|PACid:21817073,57.0652173913
scaf0434587.1,Bradi3g35740.1|PACid:21826963,6.29921259843
scaf0045392.1,Bradi4g28160.1|PACid:21810540,48.7421383648
scaf0070367.1,Bradi1g69980.1|PACid:21822017,62.7358490566
scaf0235153.1,Bradi2g33570.1|PACid:21804275,7.03125
scaf0005575.1,Bradi4g06420.1|PACid:21814559,52.4528301887
scaf0426724.1,Bradi3g29100.2|PACid:21832116,16.8539325843
scaf0235153.2,Bradi5g14650.1|PACid:21826511,36.0160965795
scaf0162051.1,Bradi4g08090.1|PACid:21814444,10.8280254777
scaf0070771.1,Bradi1g30470.1|PACid:21821024,19.0058479532
scaf0253688.2,Bradi2g05510.1|PACid:21806604,14.6226415094
scaf0253688.1,Bradi2g05520.1|PACid:21809364,3.97022332506
scaf0014554.1,Bradi3g12690.1|PACid:21827760,2.78372591006
scaf0088480.2,Bradi1g12190.1|PACid:21814970,26.8251273345
scaf0367305.1,Bradi2g07437.1|PACid:21804941,48.0865224626
scaf0149129.1,Bradi2g57380.1|PACid:21808978,19.1235059761
scaf0203089.1,Bradi2g42320.1|PACid:21808482,55.7840616967
scaf0434597.1,Bradi1g27040.1|PACid:21819251,8.69565217391
scaf0007927.2,Bradi1g56270.1|PACid:21821027,2.0202020202
scaf0078417.4,Bradi1g16490.1|PACid:21819814,41.7549167927
scaf0078417.1,Bradi2g54230.1|PACid:21805482,30.1662707838
scaf0143398.1,Bradi3g21690.1|PACid:21833610,9.09090909091
scaf0078417.3,Bradi1g65920.1|PACid:21817384,4.38247011952
scaf0143398.3,Bradi2g06530.1|PACid:21802817,42.0152091255
scaf0418981.1,Bradi3g08930.1|PACid:21828609,48.7544483986
scaf0360501.1,Bradi1g03350.1|PACid:21815094,21.7721518987
scaf7355405.1,Bradi3g56460.1|PACid:21828388,2.70935960591
scaf0392355.1,Bradi5g21530.1|PACid:21825746,7.27272727273
scaf0347291.2,Bradi1g15800.1|PACid:21820841,26.4192139738
scaf0347291.1,Bradi2g20897.1|PACid:21804306,40.1785714286
scaf0129328.1,Bradi2g31760.1|PACid:21808936,19.2156862745
scaf0066580.1,Bradi1g09357.1|PACid:21820380,49.9019607843
scaf0129328.3,Bradi3g32070.1|PACid:21832167,48.8721804511
scaf0426884.1,Bradi2g08230.1|PACid:21808903,59.8765432099
scaf0070563.1,Bradi3g42930.1|PACid:21827264,46.0526315789
scaf0070563.3,Bradi4g38600.1|PACid:21813921,12.3076923077
scaf0070563.2,Bradi4g38600.1|PACid:21813921,10.0
scaf0397729.1,Bradi2g21380.1|PACid:21809423,42.7652733119
scaf0059806.1,Bradi1g41430.1|PACid:21821568,20.0557103064
scaf0079632.1,Bradi2g06650.1|PACid:21805371,21.5434083601
scaf0406936.2,Bradi1g69130.1|PACid:21817339,38.5714285714
scaf0406936.1,Bradi3g32427.1|PACid:21829605,48.7528344671
scaf0360627.1,Bradi1g65390.1|PACid:21818200,15.8620689655
scaf0058421.1,Bradi3g07926.4|PACid:21830389,54.0628385699
scaf0432086.1,Bradi4g39610.2|PACid:21811231,26.6085059978
scaf0421422.1,Bradi3g54320.1|PACid:21827951,49.9099099099
scaf0413215.2,Bradi1g23160.1|PACid:21820603,4.40251572327
scaf0257166.1,Bradi2g31770.1|PACid:21809662,45.7055214724
scaf0104093.1,Bradi2g57210.1|PACid:21807668,15.0
scaf0071179.1,Bradi1g65880.1|PACid:21822242,2.92887029289
scaf0394431.1,Bradi2g37640.1|PACid:21805648,1.4880952381
scaf0025467.1,Bradi4g23217.1|PACid:21810924,17.8272980501
scaf0133878.2,Bradi3g11600.1|PACid:21831724,8.94568690096
scaf0126856.1,Bradi1g23100.1|PACid:21819009,10.4166666667
scaf0126856.2,Bradi1g23090.1|PACid:21822936,23.9051094891
scaf0325563.1,Bradi4g36920.1|PACid:21813824,9.25373134328
scaf0269636.1,Bradi2g59127.1|PACid:21808712,40.9402546523
scaf0420949.1,Bradi4g02557.1|PACid:21811337,51.8763796909
scaf0420949.2,Bradi4g02480.1|PACid:21811161,38.9937106918
scaf0420949.3,Bradi4g26390.1|PACid:21812809,6.93277310924
scaf0353436.2,Bradi1g01847.1|PACid:21823308,10.7290233838
scaf0132938.1,Bradi1g77537.1|PACid:21820585,52.4725274725
scaf0372087.2,Bradi1g68440.1|PACid:21822618,26.25
scaf0132938.4,Bradi2g03657.1|PACid:21802864,44.2201834862
scaf0249854.1,Bradi4g31016.2|PACid:21812756,2.33766233766
scaf7363518.1,Bradi3g01427.1|PACid:21830799,21.9917012448
scaf0435972.1,Bradi1g35697.1|PACid:21822782,40.2597402597
scaf0119482.1,Bradi1g48477.1|PACid:21816775,10.5263157895
scaf0119482.2,Bradi1g48477.1|PACid:21816775,13.0434782609
scaf0425502.1,Bradi2g14450.1|PACid:21803687,25.1552795031
scaf0358235.1,Bradi4g41740.1|PACid:21813166,38.8663967611
scaf0056399.1,Bradi2g59127.1|PACid:21808712,38.8834476004
scaf0056399.2,Bradi4g25140.1|PACid:21810769,10.7883817427
scaf0220422.2,Bradi3g10360.1|PACid:21828636,11.9658119658
scaf0220422.1,Bradi3g10380.1|PACid:21833174,7.09219858156
scaf0217352.4,Bradi3g42090.1|PACid:21831126,51.7382413088
scaf0432827.1,Bradi2g45770.1|PACid:21806090,11.9565217391
scaf0217352.2,Bradi3g57060.1|PACid:21830681,18.1818181818
scaf0217352.3,Bradi3g51470.1|PACid:21828310,57.5638506876
scaf0131386.2,Bradi2g48450.1|PACid:21806142,64.6034816248
scaf0392631.1,Bradi2g58330.1|PACid:21806794,50.2626970228
scaf0095030.1,Bradi2g50060.1|PACid:21808690,31.5151515152
scaf0033032.1,Bradi5g22940.1|PACid:21824212,41.5384615385
scaf0133480.3,Bradi5g18010.1|PACid:21824471,31.6916488223
scaf0133480.2,Bradi2g04700.1|PACid:21804841,31.007751938
scaf0133480.1,Bradi4g31810.1|PACid:21814201,32.5757575758
scaf0342156.1,Bradi1g13550.1|PACid:21815626,49.0909090909
scaf0139701.1,Bradi1g55440.1|PACid:21816157,27.4096385542
scaf0216874.1,Bradi3g59410.1|PACid:21828807,23.6
scaf0235440.1,Bradi2g48980.1|PACid:21805797,28.9293849658
scaf0112216.1,Bradi1g72417.1|PACid:21816563,23.7166324435
scaf0102487.1,Bradi1g74940.1|PACid:21822051,8.28905419766
scaf0102487.3,Bradi4g03250.1|PACid:21813451,10.3225806452
scaf0102487.4,Bradi4g35150.1|PACid:21811483,19.397993311
scaf0102487.5,Bradi3g40850.1|PACid:21830175,46.7889908257
scaf0121776.2,Bradi2g42767.1|PACid:21806165,51.4071294559
scaf0030649.2,Bradi2g15200.1|PACid:21808915,28.8888888889
scaf0054631.2,Bradi2g05460.1|PACid:21808544,39.0703517588
scaf0405480.1,Bradi4g24244.1|PACid:21810977,32.9764453961
scaf0067529.2,Bradi1g28930.1|PACid:21820502,49.226006192
scaf0067529.1,Bradi4g29680.1|PACid:21812443,59.4936708861
scaf0405480.2,Bradi4g24260.1|PACid:21813244,6.44444444444
scaf0065844.1,Bradi2g57370.1|PACid:21808301,27.6381909548
scaf0042836.1,Bradi2g10600.1|PACid:21805283,36.9252873563
scaf0280622.2,Bradi2g48450.1|PACid:21806142,65.1837524178
scaf0280622.1,Bradi5g00970.1|PACid:21825495,62.0626151013
scaf0139715.1,Bradi1g70830.1|PACid:21822937,52.9702970297
scaf0393035.1,Bradi5g02090.1|PACid:21826324,42.9906542056
scaf0045174.1,Bradi1g70510.1|PACid:21817134,32.7433628319
scaf0349557.2,Bradi4g19930.1|PACid:21811592,35.9778597786
scaf0300203.3,Bradi2g12660.1|PACid:21803529,31.981981982
scaf0150565.1,Bradi1g53690.1|PACid:21819062,38.8118811881
scaf0300203.1,Bradi1g31380.1|PACid:21822549,48.8888888889
scaf0434458.1,Bradi5g08637.1|PACid:21823980,3.73831775701
scaf0392619.1,Bradi3g46007.1|PACid:21833120,23.2336956522
scaf0015945.1,Bradi4g16050.1|PACid:21813046,21.6630196937
scaf0085234.2,Bradi2g24680.1|PACid:21805130,9.3085106383
scaf0085234.3,Bradi1g09770.1|PACid:21821233,30.0771208226
scaf0107818.1,Bradi1g73877.1|PACid:21816761,43.4276206323
scaf0339392.1,Bradi3g41400.1|PACid:21828049,9.2050209205
scaf0230239.1,Bradi1g15170.1|PACid:21821256,14.1666666667
scaf0426971.2,Bradi2g54090.1|PACid:21803625,55.4089709763
scaf0426971.1,Bradi3g02140.1|PACid:21831659,10.6687898089
scaf0230239.2,Bradi1g15180.1|PACid:21820117,20.8053691275
scaf0387015.1,Bradi3g54660.1|PACid:21831293,44.2764578834
scaf0330885.1,Bradi5g12100.1|PACid:21824239,20.9302325581
scaf0046700.1,Bradi5g08390.1|PACid:21826301,7.32600732601
scaf0136045.1,Bradi2g19800.1|PACid:21806099,3.6
scaf0393545.2,Bradi4g36976.1|PACid:21814418,27.3654916512
scaf0393545.1,Bradi5g22630.1|PACid:21824785,12.3123123123
scaf0329069.1,Bradi2g46900.1|PACid:21808247,38.0503144654
scaf0196661.1,Bradi1g61860.1|PACid:21815151,7.54039497307
scaf0051668.1,Bradi3g40710.1|PACid:21831342,62.9126213592
scaf0097009.1,Bradi4g08200.1|PACid:21811593,51.4492753623
scaf0033445.1,Bradi4g39060.1|PACid:21810309,39.2052980132
scaf0056227.1,Bradi3g20207.1|PACid:21829225,48.9451476793
scaf0273312.1,Bradi5g13060.1|PACid:21824616,21.186440678
scaf0381945.2,Bradi2g42740.4|PACid:21808694,51.244813278
scaf0315839.1,Bradi2g20270.2|PACid:21803326,40.3800475059
scaf0315839.2,Bradi1g06580.1|PACid:21823293,56.5714285714
scaf0292591.1,Bradi4g39880.1|PACid:21811610,8.5776330076
scaf0341802.2,Bradi3g43400.1|PACid:21828503,15.6159068865
scaf0341802.1,Bradi2g43690.1|PACid:21803589,40.2332361516
scaf0067527.1,Bradi1g36670.1|PACid:21815752,40.5727923628
scaf0389119.1,Bradi5g24000.1|PACid:21825955,47.6323119777
scaf0388797.1,Bradi1g16810.1|PACid:21821285,39.9538106236
scaf0388797.2,Bradi2g53590.1|PACid:21809574,19.0476190476
scaf0311837.1,Bradi3g04750.1|PACid:21827176,39.7727272727
scaf0254886.1,Bradi2g07297.2|PACid:21806820,39.8280802292
scaf0106833.1,Bradi4g00920.1|PACid:21812425,37.0879120879
scaf0186961.1,Bradi3g29580.1|PACid:21828633,34.375
scaf0017484.1,Bradi3g16450.1|PACid:21828901,8.54700854701
scaf0052728.1,Bradi5g17947.1|PACid:21824198,18.5974561705
scaf0003505.1,Bradi4g32140.1|PACid:21811663,11.8181818182
scaf0435095.1,Bradi1g00887.1|PACid:21817090,4.27906976744
scaf0134480.1,Bradi3g27900.1|PACid:21831039,25.2788104089
scaf0003484.3,Bradi1g27720.1|PACid:21819355,50.0
scaf0003484.1,Bradi1g03790.1|PACid:21819744,31.1111111111
scaf0079246.4,Bradi3g33360.1|PACid:21826998,12.2315592904
scaf0178383.1,Bradi2g51630.1|PACid:21805324,49.7041420118
scaf0117994.1,Bradi2g49760.1|PACid:21804246,25.8700696056
scaf0209637.1,Bradi1g02690.1|PACid:21817779,44.3609022556
scaf0067709.1,Bradi1g25600.1|PACid:21818886,30.8931185944
scaf0425601.1,Bradi1g52350.1|PACid:21823318,9.72515856237
scaf0193981.1,Bradi4g00910.3|PACid:21814006,32.5
scaf0193981.2,Bradi1g36820.1|PACid:21819207,15.3153153153
scaf0143638.1,Bradi3g54040.1|PACid:21832761,29.2610837438
scaf0051357.2,Bradi1g31390.1|PACid:21816188,3.06603773585
scaf0210214.1,Bradi3g52012.1|PACid:21830516,23.8095238095
scaf0132875.1,Bradi1g29077.1|PACid:21822658,5.53505535055
scaf0132875.3,Bradi2g03750.1|PACid:21803387,38.9684813754
scaf0100401.1,Bradi1g28250.1|PACid:21821522,49.358974359
scaf0091414.2,Bradi2g17507.1|PACid:21804450,11.983805668
scaf0343711.2,Bradi1g04907.1|PACid:21817346,50.2145922747
scaf0343711.1,Bradi4g23360.1|PACid:21812249,57.7142857143
scaf0270617.1,Bradi3g02110.2|PACid:21827605,38.6363636364
scaf0045712.1,Bradi3g18400.1|PACid:21829513,23.6549165121
scaf0128391.1,Bradi1g49580.1|PACid:21822725,13.3689839572
scaf0366519.1,Bradi2g18227.1|PACid:21805853,13.1578947368
scaf0339931.1,Bradi1g02680.1|PACid:21816191,35.0042480884
scaf0351165.3,Bradi1g44810.1|PACid:21823168,27.6325088339
scaf0351165.2,Bradi1g44820.1|PACid:21815627,12.6582278481
scaf0351165.1,Bradi1g44830.1|PACid:21820458,5.11627906977
scaf0416353.1,Bradi1g47400.1|PACid:21823428,34.5038167939
scaf0155686.2,Bradi1g11250.1|PACid:21823189,22.5895316804
scaf0044731.1,Bradi5g24850.2|PACid:21824086,47.2779369628
scaf0113223.1,Bradi4g03600.1|PACid:21814128,25.7053291536
scaf0301855.1,Bradi1g64987.1|PACid:21821540,42.3676012461
scaf0429179.2,Bradi3g34090.1|PACid:21828621,59.2592592593
scaf0215797.3,Bradi1g53910.1|PACid:21818718,14.3459915612
scaf0215797.2,Bradi4g36470.1|PACid:21814552,24.557956778
scaf0215797.4,Bradi3g12970.1|PACid:21829210,58.2959641256
scaf0425400.1,Bradi1g17560.1|PACid:21818759,49.5956873315
scaf0433258.1,Bradi2g06210.1|PACid:21803558,33.3333333333
scaf7363269.1,Bradi2g60510.1|PACid:21807321,29.1777188329
scaf0209856.1,Bradi1g28320.1|PACid:21819640,38.6013986014
scaf0161674.2,Bradi3g04640.1|PACid:21829065,27.7777777778
scaf0161674.1,Bradi3g42690.1|PACid:21828123,16.3793103448
scaf0235709.1,Bradi4g25560.1|PACid:21810448,28.2258064516
scaf0001999.2,Bradi3g37967.1|PACid:21827278,27.4004683841
scaf0001999.1,Bradi1g36190.1|PACid:21817171,43.3447098976
scaf0098722.1,Bradi4g37420.1|PACid:21810326,44.4444444444
scaf0275322.3,Bradi1g02020.1|PACid:21823034,25.0608272506
scaf0275322.2,Bradi4g40310.1|PACid:21813113,54.5197740113
scaf0275322.1,Bradi4g35301.1|PACid:21812610,33.781512605
scaf0405262.2,Bradi2g30410.1|PACid:21806512,38.6259541985
scaf0405262.1,Bradi3g47960.1|PACid:21833340,7.51366120219
scaf0233618.1,Bradi1g23287.1|PACid:21820128,50.1449275362
scaf0356929.1,Bradi1g47330.1|PACid:21823080,24.251497006
scaf0100801.2,Bradi2g60030.1|PACid:21808947,19.8895027624
scaf0406269.1,Bradi2g49010.1|PACid:21803385,58.6750788644
scaf0020065.1,Bradi1g46730.1|PACid:21823603,7.46887966805
scaf0380924.1,Bradi2g11510.1|PACid:21806014,56.9597069597
scaf0380924.2,Bradi3g30080.1|PACid:21827386,6.09756097561
scaf0380924.3,Bradi3g30070.1|PACid:21830712,14.3410852713
scaf0077352.1,Bradi1g46002.1|PACid:21821827,23.8
scaf0057859.1,Bradi1g41900.1|PACid:21819927,50.8021390374
scaf0193322.1,Bradi2g39890.1|PACid:21808057,40.0862068966
scaf0371437.1,Bradi1g24580.1|PACid:21815041,25.4606365159
scaf0037635.1,Bradi1g02760.1|PACid:21819507,34.7871235722
scaf0056504.1,Bradi4g33850.1|PACid:21813905,34.1145833333
scaf0056504.2,Bradi3g40120.1|PACid:21832159,4.23728813559
scaf0238239.1,Bradi3g43900.1|PACid:21827693,21.7917675545
scaf0005674.2,Bradi2g51240.1|PACid:21803771,14.4385026738
scaf0005674.1,Bradi2g51230.2|PACid:21807218,10.5691056911
scaf0203481.1,Bradi4g30930.1|PACid:21813755,49.2307692308
scaf0374585.1,Bradi1g03150.1|PACid:21821852,15.1162790698
scaf0260797.1,Bradi1g65440.1|PACid:21820581,17.4055829228
scaf0382493.1,Bradi5g22970.1|PACid:21825359,43.2242990654
scaf0095299.1,Bradi3g10796.1|PACid:21833143,53.2188841202
scaf0306521.1,Bradi1g21870.1|PACid:21819542,17.4603174603
scaf0129748.2,Bradi4g36710.1|PACid:21811339,10.0
scaf0361031.1,Bradi3g60510.1|PACid:21830770,20.2830188679
scaf0435732.2,Bradi1g77667.1|PACid:21819086,35.2325581395
scaf0391065.1,Bradi1g42967.1|PACid:21822476,27.7358490566
scaf0283086.1,Bradi2g53340.3|PACid:21804327,13.2142857143
scaf0083126.1,Bradi5g17770.1|PACid:21825312,36.1940298507
scaf0422500.2,Bradi5g08920.1|PACid:21824360,18.3457051962
scaf0422500.1,Bradi1g03380.1|PACid:21820384,10.1754385965
scaf0055096.1,Bradi4g20537.2|PACid:21813442,9.26430517711
scaf0028757.1,Bradi1g66180.1|PACid:21819881,47.2885032538
scaf0205374.4,Bradi3g08770.1|PACid:21832579,6.76470588235
scaf0403816.1,Bradi1g69617.2|PACid:21818888,3.38389731622
scaf0205374.2,Bradi1g38090.1|PACid:21816853,26.511627907
scaf0071085.1,Bradi4g04510.1|PACid:21810329,14.1479099678
scaf0313083.1,Bradi5g12160.1|PACid:21826194,18.4801381693
scaf0313083.2,Bradi1g14420.1|PACid:21822320,39.880952381
scaf0144037.1,Bradi4g16660.1|PACid:21812859,15.770609319
scaf0246668.1,Bradi1g75920.1|PACid:21822407,5.65326633166
scaf0184598.1,Bradi2g07830.1|PACid:21803074,47.8260869565
scaf0076349.1,Bradi4g07990.1|PACid:21812317,49.3949394939
scaf0041368.1,Bradi3g52767.1|PACid:21829076,40.7925407925
scaf0381112.1,Bradi1g54610.1|PACid:21822192,14.2095914742
scaf0435701.1,Bradi1g30920.1|PACid:21815182,20.0471698113
scaf0435701.2,Bradi4g30420.1|PACid:21810621,30.5912596401
scaf0309323.4,Bradi1g49950.1|PACid:21820937,1.01729399797
scaf0309323.2,Bradi1g49960.1|PACid:21821776,5.72916666667
scaf0309323.1,Bradi4g21836.1|PACid:21812181,48.839556004
scaf0292471.1,Bradi2g45630.1|PACid:21805953,40.8510638298
scaf0396553.1,Bradi2g04810.1|PACid:21807163,5.85858585859
scaf0331140.4,Bradi3g39130.1|PACid:21830302,44.4444444444
scaf0331140.2,Bradi2g61550.1|PACid:21805875,20.7513416816
scaf0331140.3,Bradi4g10260.1|PACid:21810803,47.3067915691
scaf0331140.1,Bradi2g06020.1|PACid:21809540,45.3571428571
scaf0249380.1,Bradi1g59840.1|PACid:21817865,40.3812824957
scaf0149721.1,Bradi1g05100.1|PACid:21818954,19.4202898551
scaf0081560.1,Bradi3g58810.1|PACid:21831049,12.1272365805
scaf0101357.1,Bradi1g12830.1|PACid:21816654,6.09756097561
scaf0046181.1,Bradi1g34087.1|PACid:21821733,57.4390243902
scaf0092804.1,Bradi3g38790.1|PACid:21830805,30.5759162304
scaf0225591.1,Bradi1g37700.2|PACid:21816804,47.5183075671
scaf0421522.1,Bradi4g32060.1|PACid:21814744,20.1612903226
scaf0051113.1,Bradi1g77330.1|PACid:21817128,7.65027322404
scaf0028576.2,Bradi3g29710.1|PACid:21831405,27.802690583
scaf0028576.1,Bradi3g29710.1|PACid:21831405,30.0448430493
scaf0048392.1,Bradi4g21970.1|PACid:21809851,36.9281045752
scaf0307483.1,Bradi1g03360.1|PACid:21818215,25.3594771242
scaf0361740.1,Bradi3g51720.1|PACid:21829040,56.1855670103
scaf0361740.3,Bradi3g48870.3|PACid:21831250,6.86274509804
scaf0361740.2,Bradi1g56280.1|PACid:21822861,49.9445061043
scaf0131729.1,Bradi1g53347.1|PACid:21816935,39.0216154721
scaf0131729.2,Bradi1g12670.1|PACid:21820453,64.0891218873
scaf0098319.2,Bradi1g58310.1|PACid:21822396,39.8022249691
scaf0022021.1,Bradi2g44820.1|PACid:21807773,59.4810379242
scaf0290654.1,Bradi1g68237.1|PACid:21823377,13.0434782609
scaf0290654.2,Bradi3g21180.1|PACid:21831246,22.1893491124
scaf0120870.2,Bradi2g40130.1|PACid:21806061,47.8260869565
scaf0120870.3,Bradi2g40120.4|PACid:21804900,25.786163522
scaf0120870.1,Bradi1g00530.1|PACid:21816074,15.8878504673
scaf0323404.1,Bradi3g29440.1|PACid:21833434,18.6397984887
scaf0076040.1,Bradi3g13727.1|PACid:21833517,16.6240409207
scaf0432104.1,Bradi4g36970.1|PACid:21809853,52.5773195876
scaf0079118.1,Bradi2g34820.1|PACid:21806109,13.1334022751
scaf0079118.2,Bradi2g34820.1|PACid:21806109,10.6514994829
scaf0159419.1,Bradi3g06800.1|PACid:21831116,29.3532338308
scaf7362380.1,Bradi2g40740.1|PACid:21804946,51.5991471215
scaf0214170.1,Bradi1g01100.1|PACid:21820987,6.27615062762
scaf0316066.1,Bradi2g46097.1|PACid:21808151,54.2566709022
scaf0068930.1,Bradi1g68090.1|PACid:21822863,61.0766045549
scaf0238934.1,Bradi2g10240.1|PACid:21806338,17.0560747664
scaf0403832.1,Bradi1g05420.1|PACid:21816385,16.4179104478
scaf0086903.1,Bradi2g49767.1|PACid:21804012,27.1844660194
scaf0116618.2,Bradi3g48950.1|PACid:21829538,12.9224652087
scaf0116618.1,Bradi1g49350.1|PACid:21818671,53.3613445378
scaf0222867.1,Bradi1g78520.1|PACid:21816866,60.1719197708
scaf0222867.2,Bradi3g59147.1|PACid:21830246,33.9378238342
scaf0013410.1,Bradi3g59300.1|PACid:21831449,17.9624664879
scaf0021044.1,Bradi3g04360.1|PACid:21832480,20.6703910615
scaf0013410.2,Bradi2g48770.1|PACid:21806441,49.0445859873
scaf0434651.5,Bradi1g35180.1|PACid:21817905,39.0163934426
scaf0031059.1,Bradi1g45080.1|PACid:21820873,10.8108108108
scaf0030622.1,Bradi3g06270.1|PACid:21832120,21.1538461538
scaf0409105.1,Bradi1g64487.1|PACid:21821464,1.79640718563
scaf0325299.1,Bradi1g43080.1|PACid:21820811,40.9921671018
scaf0031776.1,Bradi3g52470.1|PACid:21830269,14.9163879599
scaf0202435.1,Bradi5g08810.1|PACid:21826544,5.76923076923
scaf0393829.1,Bradi1g20630.1|PACid:21822830,1.53153153153
scaf0338333.1,Bradi2g01380.1|PACid:21804264,41.6398713826
scaf0326557.2,Bradi1g00497.1|PACid:21820436,40.4761904762
scaf0047727.1,Bradi5g03380.1|PACid:21826275,63.906581741
scaf0053434.1,Bradi1g43670.1|PACid:21816433,43.27176781
scaf0242673.3,Bradi4g23030.1|PACid:21814097,52.5139664804
scaf0366832.1,Bradi5g00970.1|PACid:21825495,64.4567219153
scaf7363594.1,Bradi5g21460.1|PACid:21823949,24.7563352827
scaf0231415.1,Bradi4g33660.1|PACid:21811536,2.5974025974
scaf0073593.1,Bradi2g45450.1|PACid:21806577,7.84615384615
scaf0319703.1,Bradi2g08170.1|PACid:21805439,4.98442367601
scaf0370634.2,Bradi1g11150.1|PACid:21820876,5.08905852417
scaf0370634.1,Bradi1g11160.1|PACid:21814921,8.23529411765
scaf0360414.1,Bradi3g45850.1|PACid:21828998,31.0344827586
scaf0077529.2,Bradi1g49290.1|PACid:21820784,48.2894736842
scaf0077529.1,Bradi1g21380.1|PACid:21821417,19.6202531646
scaf0045823.1,Bradi2g26920.1|PACid:21809412,17.1428571429
scaf0091800.1,Bradi1g68200.1|PACid:21819746,45.8628841608
scaf0395087.2,Bradi4g28480.1|PACid:21814548,34.6253229974
scaf0395087.1,Bradi4g00670.1|PACid:21814724,9.87654320988
scaf0202923.1,Bradi2g18997.1|PACid:21809284,44.3148688047
scaf0182015.1,Bradi4g26190.1|PACid:21812058,19.5028680688
scaf0182015.3,Bradi3g55150.1|PACid:21831109,41.4141414141
scaf0182015.2,Bradi2g42220.1|PACid:21805102,36.9158878505
scaf0057523.1,Bradi1g22500.2|PACid:21822729,63.9583333333
scaf0079217.1,Bradi5g02780.1|PACid:21826008,57.7825159915
scaf7364019.3,Bradi3g58750.1|PACid:21831884,4.98753117207
scaf0434839.1,Bradi2g24450.1|PACid:21805447,55.9953434226
scaf0066176.1,Bradi3g15520.1|PACid:21833221,5.4435483871
scaf0228265.1,Bradi3g49085.1|PACid:21832148,36.6362451108
scaf0415453.1,Bradi1g69510.1|PACid:21822267,4.44292549556
